市町村コード改廃支庁市郡区町村ふりがな変更
01560滝上町たきのうえちょう
01561興部町おこっぺちょう
01562西興部村にしおこっぺむら
01563雄武町おうむちょう
01570胆振総合振興局いぶりそうごうしんこうきょく2010.0401改称←胆振支庁
01***虻田郡あぶたぐん
01571豊浦町とようらちょう
01584洞爺湖町とうやこちょう2006.0327新設←虻田町，洞爺村
01***有珠郡うすぐん
01575壮瞥町そうべつちょう
01***白老郡しらおいぐん
01578白老町しらおいちょう
01***勇払郡ゆうふつぐん
01581厚真町あつまちょう
01585安平町あびらちょう2006.0327新設←早来町，追分町
01586むかわ町むかわちょう2006.0327新設←鵡川町，穂別町
01600日高振興局ひだかしんこうきょく2010.0401改称←日高支庁
01***沙流郡さるぐん
01601日高町ひだかちょう
01602平取町びらとりちょう
01***新冠郡にいかっぷぐん
01604新冠町にいかっぷちょう
01***浦河郡うらかわぐん
01607浦河町うらかわちょう
01***様似郡さまにぐん
01608様似町さまにちょう
01***幌泉郡ほろいずみぐん
01609えりも町えりもちょう1970.1001改称←幌泉町
01***日高郡ひだかぐん2006.0331新設←新ひだか町の区域
01610新ひだか町しんひだかちょう2006.0331新設←静内町，三石町
01630十勝総合振興局とかちそうごうしんこうきょく2010.0401改称←十勝支庁
01***河東郡かとうぐん
01631音更町おとふけちょう
01632士幌町しほろちょう
01633上士幌町かみしほろちょう
01634鹿追町しかおいちょう
01***上川郡（十勝国）かみかわぐん
01635新得町しんとくちょう
01636清水町しみずちょう
01***河西郡かさいぐん
01637芽室町めむろちょう
01638中札内村なかさつないむら
01639更別村さらべつむら
01***広尾郡ひろおぐん
01641大樹町たいきちょう
01642広尾町ひろおちょう
01***中川郡（十勝国）なかがわぐん
01643幕別町まくべつちょう
01644池田町いけだちょう
01645豊頃町とよころちょう
01646本別町ほんべつちょう
01***足寄郡あしょろぐん
01647足寄町あしょろちょう
01648陸別町りくべつちょう
01***十勝郡とかちぐん
01649浦幌町うらほろちょう
01660釧路総合振興局くしろそうごうしんこうきょく2010.0401改称←釧路支庁
01***釧路郡くしろぐん
01661釧路町くしろちょう1980.0401町制←釧路村
01***厚岸郡あっけしぐん
01662厚岸町あっけしちょう
01663浜中町はまなかちょう
01***川上郡かわかみぐん
01664標茶町しべちゃちょう
01665弟子屈町てしかがちょう
01***阿寒郡あかんぐん
01667鶴居村つるいむら
01***白糠郡しらぬかぐん
01668白糠町しらぬかちょう
01690根室振興局ねむろしんこうきょく2010.0401改称←根室支庁
01***野付郡のつけぐん
01691別海町べつかいちょう1971.0401町制←別海村
01***標津郡しべつぐん
01692中標津町なかしべつちょう
01693標津町しべつちょう
01***目梨郡めなしぐん
01694羅臼町らうすちょう
01***色丹郡しこたんぐんロシア連邦による占領・統治下
01695色丹村しこたんむら
01***国後郡くなしりぐん
01696泊村とまりむら
01697留夜別村るよべつむら
01***択捉郡えとろふぐん
01698留別村るべつむら
01***紗那郡しゃなぐん
01699紗那村しゃなむら
01***蘂取郡しべとぐん
01700蘂取村しべとろむら
市町村コード改廃支庁市郡区町村ふりがな変更
02201青森市あおもりし
02202弘前市ひろさきし
02203八戸市はちのへし
02204黒石市くろいしし
02205五所川原市ごしょがわらし
02206十和田市とわだし
02207三沢市みさわし
02208むつ市むつし
02209つがる市つがるし2005.0211新設←木造町，森田村，柏村，稲垣村，車力村
02210平川市ひらかわし2006.0101新設←平賀町，尾上町，碇ヶ関村
02300東津軽郡ひがしつがるぐん
02301平内町ひらないまち
02303今別町いまべつまち
02304蓬田村よもぎたむら
02307外ヶ浜町そとがはままち2005.0328新設←蟹田町，平舘村，三厩村
02320西津軽郡にしつがるぐん
02321鰺ヶ沢町あじがさわまち
02323深浦町ふかうらまち
02340中津軽郡なかつがるぐん
02343西目屋村にしめやむら
02360南津軽郡みなみつがるぐん
02361藤崎町ふじさきまち
02362大鰐町おおわにまち
02367田舎館村いなかだてむら
02380北津軽郡きたつがるぐん
02381板柳町いたやなぎまち
02384鶴田町つるたまち
02387中泊町なかどまりまち2005.0328新設←中里町，小泊村
02400上北郡かみきたぐん
02401野辺地町のへじまち
02402七戸町しちのへまち
02405六戸町ろくのへまち
02406横浜町よこはままち
02408東北町とうほくまち
02411六ヶ所村ろっかしょむら
02412おいらせ町おいらせまち2006.0301新設←百石町，下田町
02420下北郡しもきたぐん
02423大間町おおままち
02424東通村ひがしどおりむら
02425風間浦村かざまうらむら
02426佐井村さいむら
02440三戸郡さんのへぐん
02441三戸町さんのへまち
02442五戸町ごのへまち
02443田子町たっこまち
02445南部町なんぶまち
02446階上町はしかみちょう1980.0501町制←階上村
02450新郷村しんごうむら
市町村コード改廃支庁市郡区町村ふりがな変更
03201盛岡市もりおかし
03202宮古市みやこし
03203大船渡市おおふなとし
03205花巻市はなまきし
03206北上市きたかみし
03207久慈市くじし
03208遠野市とおのし
03209一関市いちのせきし
03210陸前高田市りくぜんたかたし
03211釜石市かまいしし
03213二戸市にのへし1972.0401新設←福岡町，金田一村
03214八幡平市はちまんたいし2005.0901新設←西根町，安代町，松尾村
03215奥州市おうしゅうし2006.0220新設←水沢市，江刺市，前沢町，胆沢町，衣川村
03216滝沢市たきざわし2014.0101新設←滝沢村
03300岩手郡いわてぐん
03301雫石町しずくいしちょう
03302葛巻町くずまきまち
03303岩手町いわてまち
03320紫波郡しわぐん
03321紫波町しわちょう
03322矢巾町やはばちょう
03360和賀郡わがぐん
03366西和賀町にしわがまち2005.1101新設←湯田町，沢内村
03380胆沢郡いさわぐん
03381金ヶ崎町かねがさきちょう
03400西磐井郡にしいわいぐん
03402平泉町ひらいずみちょう
03440気仙郡けせんぐん
03441住田町すみたちょう
03460上閉伊郡かみへいぐん
03461大槌町おおつちちょう
03480下閉伊郡しもへいぐん
03482山田町やまだまち
03483岩泉町いわいずみちょう
03484田野畑村たのはたむら
03485普代村ふだいむら
03500九戸郡くのへぐん
03501軽米町かるまいまち
03503野田村のだむら
03506九戸村くのへむら
03507洋野町ひろのちょう2006.0101新設←種市町，大野村
03520二戸郡にのへぐん
03524一戸町いちのへまち
市町村コード改廃支庁市郡区町村ふりがな変更
04100仙台市せんだいし1989.0401新設政令指定都市
04101青葉区あおばく
04102宮城野区みやぎのく
04103若林区わかばやしく
04104太白区たいはくく
04105泉区いずみく
04202石巻市いしのまきし
04203塩竃市しおがまし
04205気仙沼市けせんぬまし
04206白石市しろいしし
04207名取市なとりし
04208角田市かくだし
04209多賀城市たがじょうし1971.1101新設←多賀城町
04211岩沼市いわぬまし1971.1101新設←岩沼町
04212登米市とめし2005.0401新設←迫町，登米町，東和町，中田町，豊里町，米山町，石越町，南方町，津山町
04213栗原市くりはらし2005.0401新設←築館町，若柳町，栗駒町，高清水町，一迫町，瀬峰町，鴬沢町，金成町，志波姫町，花山村
04214東松島市ひがしまつしまし2005.0401新設←矢本町，鳴瀬町
04215大崎市おおさきし2006.0331新設←古川市，松山町，三本木町，鹿島台町，岩出山町，鳴子町，田尻町
04216富谷市とみやし2016.1010新設←富谷町
04300刈田郡かったぐん
04301蔵王町ざおうまち
04302七ヶ宿町しちかしゅくまち
04320柴田郡しばたぐん
04321大河原町おおがわらまち
04322村田町むらたまち
04323柴田町しばたまち
04324川崎町かわさきまち
04340伊具郡いぐぐん
04341丸森町まるもりまち
04360亘理郡わたりぐん
04361亘理町わたりちょう
04362山元町やまもとちょう
04400宮城郡みやぎぐん
04401松島町まつしままち
04404七ヶ浜町しちがはままち
04406利府町りふちょう
04420黒川郡くろかわぐん
04421大和町たいわちょう
04422大郷町おおさとちょう
04424大衡村おおひらむら
04440加美郡かみぐん
04444色麻町しかまちょう1978.0401町制←色麻村
04445加美町かみまち2003.0401新設←中新田町，小野田町，宮崎町
04500遠田郡とおだぐん
04501涌谷町わくやちょう
04505美里町みさとまち2006.0101新設←小牛田町，南郷町
04580牡鹿郡おしかぐん
04581女川町おながわちょう
04600本吉郡もとよしぐん
04606南三陸町みなみさんりくちょう2005.1001新設←志津川町，歌津町
市町村コード改廃支庁市郡区町村ふりがな変更
05201秋田市あきたし
05202能代市のしろし
05203横手市よこてし
05204大館市おおだてし
05206男鹿市おがし
05207湯沢市ゆざわし
05209鹿角市かづのし1972.0401新設←花輪町，十和田町，尾去沢町，八幡平村
05210由利本荘市ゆりほんじょうし2005.0322新設←本荘市，矢島町，岩城町，由利町，西目町，鳥海町，東由利町，大内町
05211潟上市かたがみし2005.0322新設←昭和町，飯田川町，天王町
05212大仙市だいせんし2005.0322新設←大曲市，神岡町，西仙北町，中仙町，協和町，南外村，仙北町，太田町
05213北秋田市きたあきたし2005.0322新設←鷹巣町，森吉町，阿仁町，合川町
05214にかほ市にかほし2005.1001新設←仁賀保町，金浦町，象潟町
05215仙北市せんぼくし2005.0920新設←角館町，田沢湖町，西木村
05300鹿角郡かづのぐん
05303小坂町こさかまち
05320北秋田郡きたあきたぐん
05327上小阿仁村かみこあにむら
05340山本郡やまもとぐん
05346藤里町ふじさとまち
05348三種町みたねちょう2005.0320新設←琴丘町，山本町，八竜町
05349八峰町はっぽうちょう2005.0327新設←八森町，峰浜村
05360南秋田郡みなみあきたぐん
05361五城目町ごじょうめまち
05363八郎潟町はちろうがたまち
05366井川町いかわまち1974.0601町制←井川村
05368大潟村おおがたむら
05420仙北郡せんぼくぐん
05434美郷町みさとちょう2004.1101新設←六郷町，千畑町，仙南村
05460雄勝郡おがちぐん
05463羽後町うごまち
05464東成瀬村ひがしなるせむら
市町村コード改廃支庁市郡区町村ふりがな変更
06201山形市やまがたし
06202米沢市よねざわし
06203鶴岡市つるおかし
06204酒田市さかたし
06205新庄市しんじょうし
06206寒河江市さがえし
06207上山市かみのやまし
06208村山市むらやまし
06209長井市ながいし
06210天童市てんどうし
06211東根市ひがしねし
06212尾花沢市おばなざわし
06213南陽市なんようし
06300東村山郡ひがしむらやまぐん
06301山辺町やまのべまち
06302中山町なかやままち
06320西村山郡にしむらやまぐん
06321河北町かほくちょう
06322西川町にしかわまち
06323朝日町あさひまち
06324大江町おおえまち
06340北村山郡きたむらやまぐん
06341大石田町おおいしだまち
06360最上郡もがみぐん
06361金山町かねやままち
06362最上町もがみまち
06363舟形町ふながたまち
06364真室川町まむろがわまち
06365大蔵村おおくらむら
06366鮭川村さけがわむら
06367戸沢村とざわむら
06380東置賜郡ひがしおきたまぐん
06381高畠町たかはたまち
06382川西町かわにしまち
06400西置賜郡にしおきたまぐん
06401小国町おぐにまち
06402白鷹町しらたかまち
06403飯豊町いいでまち
06420東田川郡ひがしたがわぐん
06426三川町みかわまち
06428庄内町しょうないまち2005.0701新設←立川町，余目町
06460飽海郡あくみぐん
06461遊佐町ゆざまち
市町村コード改廃支庁市郡区町村ふりがな変更
07201福島市ふくしまし
07202会津若松市あいづわかまつし
07203郡山市こおりやまし
07204いわき市いわきし
07205白河市しらかわし
07207須賀川市すかがわし
07208喜多方市きたかたし
07209相馬市そうまし
07210二本松市にほんまつし
07211田村市たむらし2005.0301新設←滝根町，大越町，都路村，常葉町，船引町
07212南相馬市みなみそうまし2006.0101新設←原町市，鹿島町，小高町
07213伊達市だてし2006.0101新設←伊達町，梁川町，保原町，霊山町，月舘町
07214本宮市もとみやし2007.0101新設←本宮町，白沢村
07300伊達郡だてぐん
07301桑折町こおりまち
07303国見町くにみまち
07308川俣町かわまたまち
07320安達郡あだちぐん
07322大玉村おおたまむら
07340岩瀬郡いわせぐん
07342鏡石町かがみいしまち
07344天栄村てんえいむら
07360南会津郡みなみあいづぐん
07362下郷町しもごうまち
07364檜枝岐村ひのえまたむら
07367只見町ただみまち
07368南会津町みなみあいづまち2006.0320新設←田島町，舘岩村，伊南村，南郷村
07400耶麻郡やまぐん
07402北塩原村きたしおばらむら
07405西会津町にしあいづまち
07407磐梯町ばんだいまち
07408猪苗代町いなわしろまち
07420河沼郡かわぬまぐん
07421会津坂下町あいづばんげまち
07422湯川村ゆがわむら
07423柳津町やないづまち
07440大沼郡おおぬまぐん
07444三島町みしままち
07445金山町かねやままち
07446昭和村しょうわむら
07447会津美里町あいづみさとまち2005.1001新設←会津高田町，会津本郷町，新鶴村
07460西白河郡にししらかわぐん
07461西郷村にしごうむら
07464泉崎村いずみざきむら
07465中島村なかじまむら
07466矢吹町やぶきまち
07480東白川郡ひがししらかわぐん
07481棚倉町たなぐらまち
07482矢祭町やまつりまち
07483塙町はなわまち
07484鮫川村さめがわむら
07500石川郡いしかわぐん
07501石川町いしかわまち
07502玉川村たまかわむら
07503平田村ひらたむら
07504浅川町あさかわまち
07505古殿町ふるどのまち1994.0401新設←東白川郡
07520田村郡たむらぐん
07521三春町みはるまち
07522小野町おのまち
07540双葉郡ふたばぐん
07541広野町ひろのまち
07542楢葉町ならはまち
07543富岡町とみおかまち
07544川内村かわうちむら
07545大熊町おおくままち
07546双葉町ふたばまち
07547浪江町なみえまち
07548葛尾村かつらおむら
07560相馬郡そうまぐん
07561新地町しんちまち1971.0801町制←新地村
07564飯舘村いいたてむら
市町村コード改廃支庁市郡区町村ふりがな変更
08201水戸市みとし
08202日立市ひたちし
08203土浦市つちうらし
08204古河市こがし
08205石岡市いしおかし
08207結城市ゆうきし
08208龍ヶ崎市りゅうがさきし
08210下妻市しもつまし
08211常総市じょうそうし2006.0101改称←水海道市（石下町を編入，即日改称）
08212常陸太田市ひたちおおたし
08214高萩市たかはぎし
08215北茨城市きたいばらきし
08216笠間市かさまし
08217取手市とりでし1970.1001新設←取手町
08219牛久市うしくし1986.0601新設←牛久町
08220つくば市つくばし1987.1130新設←桜村，谷田部町，豊里町，大穂町
08221ひたちなか市ひたちなかし1994.1101新設←那珂湊市，勝田市
08222鹿嶋市かしまし1995.0901新設←鹿嶋町
08223潮来市いたこし2001.0401新設←潮来町
08224守谷市もりやし2002.0202新設←守谷町
08225常陸大宮市ひたちおおみやし2004.1016新設←常陸大宮町
08226那珂市なかし2005.0121新設←那珂町
08227筑西市ちくせいし2005.0328新設←下館市，関城町，明野町，協和町
08228坂東市ばんどうし2005.0322新設←岩井市，猿島町
08229稲敷市いなしきし2005.0322新設←江戸崎町，新利根町，桜川村，東町
08230かすみがうら市かすみがうらし2005.0328新設←霞ヶ浦町，千代田町
08231桜川市さくらがわし2005.1001新設←岩瀬町，真壁町，大和村
08232神栖市かみすし2005.0801新設←神栖町
08233行方市なめがたし2005.0902新設←麻生町，北浦町，玉造町
08234鉾田市ほこたし2005.1011新設←旭村，鉾田町，大洋村
08235つくばみらい市つくばみらいし2006.0327新設←伊奈町，谷和原村
08236小美玉市おみたまし2006.0327新設←小川町，美野里町，玉里村
08300東茨城郡ひがしいばらきぐん
08302茨城町いばらきまち
08309大洗町おおあらいまち
08310城里町しろさとまち2005.0201新設←常北町，桂村，七会村
08340那珂郡なかぐん
08341東海村とうかいむら
08360久慈郡くじぐん
08364大子町だいごまち
08440稲敷郡いなしきぐん
08442美浦村みほむら
08443阿見町あみまち
08447河内町かわちまち1996.0601町制←河内村
08520結城郡ゆうきぐん
08521八千代町やちよまち1972.0201町制←八千代村
08540猿島郡さしまぐん
08542五霞町ごかまち1996.0601町制←五霞村
08546境町さかいまち
08560北相馬郡きたそうまぐん
08564利根町とねまち
市町村コード改廃支庁市郡区町村ふりがな変更
09201宇都宮市うつのみやし
09202足利市あしかがし
09203栃木市とちぎし
09204佐野市さのし
09205鹿沼市かぬまし
09206日光市にっこうし
09208小山市おやまし
09209真岡市もおかし
09210大田原市おおたわらし
09211矢板市やいたし
09213那須塩原市なすしおばらし2005.0101新設←黒磯市，西那須野町，塩原町
09214さくら市さくらし2005.0328新設←氏家町，喜連川町
09215那須烏山市なすからすやまし2005.1001新設←南那須町，烏山町
09216下野市しもつけし2006.0110新設←南河内町，石橋町，国分寺町
09300河内郡かわちぐん
09301上三川町かみのかわまち
09340芳賀郡はがぐん
09342益子町ましこまち
09343茂木町もてぎまち
09344市貝町いちかいまち1972.0101町制←市貝村
09345芳賀町はがまち
09360下都賀郡しもつがぐん
09361壬生町みぶまち
09364野木町のぎまち
09380塩谷郡しおやぐん
09384塩谷町しおやまち
09386高根沢町たかねざわまち
09400那須郡なすぐん
09407那須町なすまち
09411那珂川町なかがわまち2005.1001新設←馬頭町，小川町
市町村コード改廃支庁市郡区町村ふりがな変更
10201前橋市まえばしし
10202高崎市たかさきし
10203桐生市きりゅうし
10204伊勢崎市いせさきし
10205太田市おおたし
10206沼田市ぬまたし
10207館林市たてばやしし
10208渋川市しぶかわし
10209藤岡市ふじおかし
10210富岡市とみおかし
10211安中市あんなかし
10212みどり市みどりし2006.0327新設←笠懸町，大間々町，東村
10340北群馬郡きたぐんまぐん
10344榛東村しんとうむら
10345吉岡町よしおかまち1991.0401町制←吉岡村
10360多野郡たのぐん
10366上野村うえのむら
10367神流町かんなまち2003.0401新設←万場町，中里村
10380甘楽郡かんらぐん
10382下仁田町しもにたまち
10383南牧村なんもくむら
10384甘楽町かんらまち
10420吾妻郡あがつまぐん
10421中之条町なかのじょうまち
10424長野原町ながのはらまち
10425嬬恋村つまごいむら
10426草津町くさつまち
10428高山村たかやまむら
10429東吾妻町ひがしあがつままち2006.0327新設←東村，吾妻町
10440利根郡とねぐん
10443片品村かたしなむら
10444川場村かわばむら
10448昭和村しょうわむら
10449みなかみ町みなかみまち2005.1001新設←月夜野町，水上町，新治村
10460佐波郡さわぐん
10464玉村町たまむらまち
10520邑楽郡おうらぐん
10521板倉町いたくらまち
10522明和町めいわまち1998.1001町制←明和村
10523千代田町ちよだまち1982.0401町制←千代田村
10524大泉町おおいずみまち
10525邑楽町おうらまち
市町村コード改廃支庁市郡区町村ふりがな変更
11100さいたま市さいたまし2003.0401新設政令指定都市
11101西区にしく
11102北区きたく
11103大宮区おおみやく
11104見沼区みぬまく
11105中央区ちゅうおうく
11106桜区さくらく
11107浦和区うらわく
11108南区みなみく
11109緑区みどりく
11110岩槻区いわつきく2005.0401新設←岩槻市
11201川越市かわごえし
11202熊谷市くまがやし
11203川口市かわぐちし
11206行田市ぎょうだし
11207秩父市ちちぶし
11208所沢市ところざわし
11209飯能市はんのうし
11210加須市かぞし
11211本庄市ほんじょうし
11212東松山市ひがしまつやまし
11214春日部市かすかべし
11215狭山市さやまし
11216羽生市はにゅうし
11217鴻巣市こうのすし
11218深谷市ふかやし
11219上尾市あげおし
11221草加市そうかし
11222越谷市こしがやし
11223蕨市わらびし
11224戸田市とだし
11225入間市いるまし
11227朝霞市あさかし
11228志木市しきし1970.1026新設←志木町
11229和光市わこうし1970.1031新設←和光町
11230新座市にいざし1970.1101新設←新座町
11231桶川市おけがわし1970.1103新設←桶川町
11232久喜市くきし1971.1001新設←久喜町
11233北本市きたもとし1971.1103新設←北本町
11234八潮市やしおし1972.0115新設←八潮町
11235富士見市ふじみし1972.0410新設←富士見町
11237三郷市みさとし1972.0503新設←三郷町
11238蓮田市はすだし1972.1001新設←蓮田町
11239坂戸市さかどし1976.0901新設←坂戸町
11240幸手市さってし1986.1001新設←幸手町
11241鶴ヶ島市つるがしまし1991.0901新設←鶴ヶ島町
11242日高市ひだかし1991.1001新設←日高町
11243吉川市よしかわし1996.0401新設←吉川町
11245ふじみ野市ふじみのし2005.1001新設←上福岡市，大井町
11246白岡市しらおかし2012.1001新設←白岡町
11300北足立郡きたあだちぐん
11301伊奈町いなまち1970.1101町制←伊奈村
11320入間郡いるまぐん
11324三芳町みよしまち1970.1103町制←三芳村
11326毛呂山町もろやままち
11327越生町おごせまち
11340比企郡ひきぐん
11341滑川町なめがわまち1984.1103町制←滑川村
11342嵐山町らんざんまち
11343小川町おがわまち
11346川島町かわしままち1972.1103町制←川島村
11347吉見町よしみまち1972.1103町制←吉見村
11348鳩山町はとやままち1982.0401町制←鳩山村
11349ときがわ町ときがわまち2006.0201新設←都幾川村，玉川村
11360秩父郡ちちぶぐん
11361横瀬町よこぜまち1984.1001町制←横瀬村
11362皆野町みなのまち
11363長瀞町ながとろまち1972.1101改称←野上町
11365小鹿野町おがのまち
11369東秩父村ひがしちちぶむら
11380児玉郡こだまぐん
11381美里町みさとまち1984.1001町制←美里村
11383神川町かみかわまち1987.1001町制←神川村
11385上里町かみさとまち1971.1103町制←上里村
11400大里郡おおさとぐん
11408寄居町よりいまち
11440南埼玉郡みなみさいたまぐん
11442宮代町みやしろまち
11460北葛飾郡きたかつしかぐん
11464杉戸町すぎとまち
11465松伏町まつぶしまち1969.0401町制←松伏村
市町村コード改廃支庁市郡区町村ふりがな変更
12100千葉市ちばし1992.0401新設政令指定都市
12101中央区ちゅうおうく
12102花見川区はなみがわく
12103稲毛区いなげく
12104若葉区わかばく
12105緑区みどりく
12106美浜区みはまく
12202銚子市ちょうしし
12203市川市いちかわし
12204船橋市ふなばしし
12205館山市たてやまし
12206木更津市きさらづし
12207松戸市まつどし
12208野田市のだし
12210茂原市もばらし
12211成田市なりたし
12212佐倉市さくらし
12213東金市とうがねし
12215旭市あさひし
12216習志野市ならしのし
12217柏市かしわし
12218勝浦市かつうらし
12219市原市いちはらし
12220流山市ながれやまし
12221八千代市やちよし
12222我孫子市あびこし1970.0701新設←我孫子町
12223鴨川市かもがわし1971.0331新設←江見町，長狭町，鴨川町
12224鎌ヶ谷市かまがやし1971.0901新設←鎌ヶ谷町
12225君津市きみつし1971.0901新設←君津町
12226富津市ふっつし1971.0901新設←富津町
12227浦安市うらやすし1981.0401新設←浦安町
12228四街道市よつかいどうし1981.0401新設←四街道町
